word,ambiguity_type,model,nbhd_mean_distance
keg,P,word2vec_recipe_1_HYP,0.26523536
aristocrat,P,word2vec_recipe_1_HYP,0.19089575
novelty,P,word2vec_recipe_1_HYP,0.1938326
pirate,P,word2vec_recipe_1_HYP,0.2394429
gasoline,M,word2vec_recipe_1_HYP,0.15499598
fringe,P,word2vec_recipe_1_HYP,0.22916949
corral,P,word2vec_recipe_1_HYP,0.33754322
gopher,P,word2vec_recipe_1_HYP,0.23796402
substance,P,word2vec_recipe_1_HYP,0.35135755
flannel,P,word2vec_recipe_1_HYP,0.38696274
strap,P,word2vec_recipe_1_HYP,0.2861775
courtesy,P,word2vec_recipe_1_HYP,0.34333953
pitch,H,word2vec_recipe_1_HYP,0.41212863
countdown,P,word2vec_recipe_1_HYP,0.3271407
fiend,P,word2vec_recipe_1_HYP,0.1649433
generic,P,word2vec_recipe_1_HYP,0.29876986
marijuana,M,word2vec_recipe_1_HYP,0.2711161
pink,H,word2vec_recipe_1_HYP,0.49239063
perky,M,word2vec_recipe_1_HYP,0.34024158
society,P,word2vec_recipe_1_HYP,0.17612799
fearless,M,word2vec_recipe_1_HYP,0.20889676
lotion,P,word2vec_recipe_1_HYP,0.3242516
hoop,P,word2vec_recipe_1_HYP,0.3153851
cookie,P,word2vec_recipe_1_HYP,0.37565446
etiquette,M,word2vec_recipe_1_HYP,0.14872703
romantic,P,word2vec_recipe_1_HYP,0.25594178
square,P,word2vec_recipe_1_HYP,0.32691392
vibration,P,word2vec_recipe_1_HYP,0.15937166
isolate,P,word2vec_recipe_1_HYP,0.24111217
spacious,P,word2vec_recipe_1_HYP,0.26502782
toilet,P,word2vec_recipe_1_HYP,0.24269417
southwest,P,word2vec_recipe_1_HYP,0.29216254
corpse,M,word2vec_recipe_1_HYP,0.18891485
publisher,P,word2vec_recipe_1_HYP,0.1634274
accompany,P,word2vec_recipe_1_HYP,0.38314313
wildlife,M,word2vec_recipe_1_HYP,0.17159054
louse,P,word2vec_recipe_1_HYP,0.15547475
household,P,word2vec_recipe_1_HYP,0.26496118
lend,P,word2vec_recipe_1_HYP,0.28097287
despise,M,word2vec_recipe_1_HYP,0.10686097
attack,P,word2vec_recipe_1_HYP,0.31596702
cone,P,word2vec_recipe_1_HYP,0.32786098
rope,P,word2vec_recipe_1_HYP,0.319618
agreement,P,word2vec_recipe_1_HYP,0.33834943
unable,M,word2vec_recipe_1_HYP,0.30961803
rainy,M,word2vec_recipe_1_HYP,0.34848556
gracious,P,word2vec_recipe_1_HYP,0.20040183
hind,H,word2vec_recipe_1_HYP,0.26799622
park,P,word2vec_recipe_1_HYP,0.3270632
detector,P,word2vec_recipe_1_HYP,0.20929664
armpit,M,word2vec_recipe_1_HYP,0.2164043
distance,P,word2vec_recipe_1_HYP,0.42256665
eager,M,word2vec_recipe_1_HYP,0.12161101
drum,P,word2vec_recipe_1_HYP,0.41160783
accident,P,word2vec_recipe_1_HYP,0.21614961
moon,P,word2vec_recipe_1_HYP,0.40910858
pansy,P,word2vec_recipe_1_HYP,0.28630057
reality,P,word2vec_recipe_1_HYP,0.12687568
equal,P,word2vec_recipe_1_HYP,0.4200935
regain,P,word2vec_recipe_1_HYP,0.28827152
dominion,P,word2vec_recipe_1_HYP,0.1630817
pudding,P,word2vec_recipe_1_HYP,0.41157472
wing,P,word2vec_recipe_1_HYP,0.4043523
greedy,P,word2vec_recipe_1_HYP,0.15039986
hoof,P,word2vec_recipe_1_HYP,0.2150858
poorly,P,word2vec_recipe_1_HYP,0.13026898
mink,P,word2vec_recipe_1_HYP,0.23018272
plumber,P,word2vec_recipe_1_HYP,0.12437834
toaster,H,word2vec_recipe_1_HYP,0.46034467
disposal,P,word2vec_recipe_1_HYP,0.28179634
pleasant,P,word2vec_recipe_1_HYP,0.28479737
airtight,P,word2vec_recipe_1_HYP,0.41082358
cancer,P,word2vec_recipe_1_HYP,0.21133736
