word,ambiguity_type,model,nbhd_mean_distance
lifelong,M,word2vec_tiny_20_HOM_HALF,0.37831813
pirate,P,word2vec_tiny_20_HOM_HALF,0.43636864
gasoline,M,word2vec_tiny_20_HOM_HALF,0.37141055
gopher,P,word2vec_tiny_20_HOM_HALF,0.34664512
substance,P,word2vec_tiny_20_HOM_HALF,0.33092135
strap,P,word2vec_tiny_20_HOM_HALF,0.43583572
pitch,H,word2vec_tiny_20_HOM_HALF,0.47547793
countdown,P,word2vec_tiny_20_HOM_HALF,0.31451318
pink,H,word2vec_tiny_20_HOM_HALF,0.45065907
perky,M,word2vec_tiny_20_HOM_HALF,0.378683
fearless,M,word2vec_tiny_20_HOM_HALF,0.34144264
lotion,P,word2vec_tiny_20_HOM_HALF,0.45808503
annoy,P,word2vec_tiny_20_HOM_HALF,0.3855464
hoop,P,word2vec_tiny_20_HOM_HALF,0.43996578
doorman,M,word2vec_tiny_20_HOM_HALF,0.29724306
cookie,P,word2vec_tiny_20_HOM_HALF,0.36868677
romantic,P,word2vec_tiny_20_HOM_HALF,0.2607683
square,P,word2vec_tiny_20_HOM_HALF,0.4707905
vibration,P,word2vec_tiny_20_HOM_HALF,0.3087258
spacious,P,word2vec_tiny_20_HOM_HALF,0.3695077
toilet,P,word2vec_tiny_20_HOM_HALF,0.4665132
accompany,P,word2vec_tiny_20_HOM_HALF,0.2925065
wildlife,M,word2vec_tiny_20_HOM_HALF,0.35807645
speech,P,word2vec_tiny_20_HOM_HALF,0.3651387
household,P,word2vec_tiny_20_HOM_HALF,0.29206327
lend,P,word2vec_tiny_20_HOM_HALF,0.52614754
attack,P,word2vec_tiny_20_HOM_HALF,0.44482467
cone,P,word2vec_tiny_20_HOM_HALF,0.44855693
rope,P,word2vec_tiny_20_HOM_HALF,0.42926648
agreement,P,word2vec_tiny_20_HOM_HALF,0.45504975
unable,M,word2vec_tiny_20_HOM_HALF,0.41444618
rainy,M,word2vec_tiny_20_HOM_HALF,0.5038287
gracious,P,word2vec_tiny_20_HOM_HALF,0.28275073
hind,H,word2vec_tiny_20_HOM_HALF,0.461059
park,P,word2vec_tiny_20_HOM_HALF,0.52036303
detector,P,word2vec_tiny_20_HOM_HALF,0.35874298
distance,P,word2vec_tiny_20_HOM_HALF,0.44598088
eager,M,word2vec_tiny_20_HOM_HALF,0.54165477
drum,P,word2vec_tiny_20_HOM_HALF,0.40521812
accident,P,word2vec_tiny_20_HOM_HALF,0.57331973
moon,P,word2vec_tiny_20_HOM_HALF,0.4333002
restless,P,word2vec_tiny_20_HOM_HALF,0.45737538
reality,P,word2vec_tiny_20_HOM_HALF,0.3779696
equal,P,word2vec_tiny_20_HOM_HALF,0.43621892
buoy,P,word2vec_tiny_20_HOM_HALF,0.3765148
regain,P,word2vec_tiny_20_HOM_HALF,0.2976355
pudding,P,word2vec_tiny_20_HOM_HALF,0.27208236
wing,P,word2vec_tiny_20_HOM_HALF,0.49852455
greedy,P,word2vec_tiny_20_HOM_HALF,0.48519623
hoof,P,word2vec_tiny_20_HOM_HALF,0.46435162
poorly,P,word2vec_tiny_20_HOM_HALF,0.38805363
mink,P,word2vec_tiny_20_HOM_HALF,0.35656697
plumber,P,word2vec_tiny_20_HOM_HALF,0.45399502
toaster,H,word2vec_tiny_20_HOM_HALF,0.4507144
disposal,P,word2vec_tiny_20_HOM_HALF,0.20615219
pounce,P,word2vec_tiny_20_HOM_HALF,0.5211057
pleasant,P,word2vec_tiny_20_HOM_HALF,0.41273883
janitor,M,word2vec_tiny_20_HOM_HALF,0.39998356
selfish,P,word2vec_tiny_20_HOM_HALF,0.4674341
cloak,P,word2vec_tiny_20_HOM_HALF,0.4293707
honor,P,word2vec_tiny_20_HOM_HALF,0.3367066
continue,P,word2vec_tiny_20_HOM_HALF,0.50195044
fright,P,word2vec_tiny_20_HOM_HALF,0.32610494
panic,P,word2vec_tiny_20_HOM_HALF,0.52102536
joker,P,word2vec_tiny_20_HOM_HALF,0.39054623
bug,P,word2vec_tiny_20_HOM_HALF,0.41467816
plaster,P,word2vec_tiny_20_HOM_HALF,0.35795143
poise,P,word2vec_tiny_20_HOM_HALF,0.22406265
territory,P,word2vec_tiny_20_HOM_HALF,0.36854059
infection,P,word2vec_tiny_20_HOM_HALF,0.39733052
selective,P,word2vec_tiny_20_HOM_HALF,0.15868878
heater,P,word2vec_tiny_20_HOM_HALF,0.47231117
tailor,P,word2vec_tiny_20_HOM_HALF,0.4006683
confront,P,word2vec_tiny_20_HOM_HALF,0.3419985
folder,P,word2vec_tiny_20_HOM_HALF,0.3833271
various,P,word2vec_tiny_20_HOM_HALF,0.37929744
green,P,word2vec_tiny_20_HOM_HALF,0.49308112
sweaty,P,word2vec_tiny_20_HOM_HALF,0.52944535
drip,P,word2vec_tiny_20_HOM_HALF,0.44167602
horseback,P,word2vec_tiny_20_HOM_HALF,0.36407036
angle,H,word2vec_tiny_20_HOM_HALF,0.4010504
burp,P,word2vec_tiny_20_HOM_HALF,0.39832494
crook,P,word2vec_tiny_20_HOM_HALF,0.32290593
rosary,P,word2vec_tiny_20_HOM_HALF,0.23710702
newborn,P,word2vec_tiny_20_HOM_HALF,0.2789655
grenade,P,word2vec_tiny_20_HOM_HALF,0.38921386
frisky,M,word2vec_tiny_20_HOM_HALF,0.35160407
goose,P,word2vec_tiny_20_HOM_HALF,0.3912251
lag,P,word2vec_tiny_20_HOM_HALF,0.21096449
anger,P,word2vec_tiny_20_HOM_HALF,0.36980587
burner,P,word2vec_tiny_20_HOM_HALF,0.33436826
terrain,M,word2vec_tiny_20_HOM_HALF,0.34489536
mercy,P,word2vec_tiny_20_HOM_HALF,0.41392976
shrimp,P,word2vec_tiny_20_HOM_HALF,0.3447639
ski,P,word2vec_tiny_20_HOM_HALF,0.41545382
stack,P,word2vec_tiny_20_HOM_HALF,0.47996143
definition,P,word2vec_tiny_20_HOM_HALF,0.3425262
elephant,M,word2vec_tiny_20_HOM_HALF,0.37433553
injury,P,word2vec_tiny_20_HOM_HALF,0.30342475
computer,P,word2vec_tiny_20_HOM_HALF,0.41263375
misty,P,word2vec_tiny_20_HOM_HALF,0.42488942
electrical,M,word2vec_tiny_20_HOM_HALF,0.29139158
birthday,M,word2vec_tiny_20_HOM_HALF,0.4953245
haunt,P,word2vec_tiny_20_HOM_HALF,0.28557613
pavement,P,word2vec_tiny_20_HOM_HALF,0.46435913
airfield,M,word2vec_tiny_20_HOM_HALF,0.30840474
unsure,P,word2vec_tiny_20_HOM_HALF,0.4516907
monkey,P,word2vec_tiny_20_HOM_HALF,0.39810205
brisk,P,word2vec_tiny_20_HOM_HALF,0.22544391
clumsy,P,word2vec_tiny_20_HOM_HALF,0.49147362
beard,P,word2vec_tiny_20_HOM_HALF,0.52591693
hateful,P,word2vec_tiny_20_HOM_HALF,0.21356513
profound,P,word2vec_tiny_20_HOM_HALF,0.19530231
frightful,P,word2vec_tiny_20_HOM_HALF,0.2546062
outsider,P,word2vec_tiny_20_HOM_HALF,0.25210467
sweat,P,word2vec_tiny_20_HOM_HALF,0.4381789
stability,M,word2vec_tiny_20_HOM_HALF,0.27738956
strong,P,word2vec_tiny_20_HOM_HALF,0.5228866
singer,P,word2vec_tiny_20_HOM_HALF,0.42303184
platter,P,word2vec_tiny_20_HOM_HALF,0.28302643
horn,P,word2vec_tiny_20_HOM_HALF,0.44990093
sting,P,word2vec_tiny_20_HOM_HALF,0.4313801
health,P,word2vec_tiny_20_HOM_HALF,0.404589
dazzle,P,word2vec_tiny_20_HOM_HALF,0.36694106
headache,P,word2vec_tiny_20_HOM_HALF,0.45208588
infant,P,word2vec_tiny_20_HOM_HALF,0.5255078
kitchen,M,word2vec_tiny_20_HOM_HALF,0.46307036
maker,P,word2vec_tiny_20_HOM_HALF,0.49398956
limit,P,word2vec_tiny_20_HOM_HALF,0.4190999
yard,H,word2vec_tiny_20_HOM_HALF,0.5328221
expense,P,word2vec_tiny_20_HOM_HALF,0.2650715
snug,P,word2vec_tiny_20_HOM_HALF,0.42927092
branch,P,word2vec_tiny_20_HOM_HALF,0.46244743
button,P,word2vec_tiny_20_HOM_HALF,0.46001542
hesitate,P,word2vec_tiny_20_HOM_HALF,0.39231026
jackpot,P,word2vec_tiny_20_HOM_HALF,0.2628565
reach,P,word2vec_tiny_20_HOM_HALF,0.5436649
virus,P,word2vec_tiny_20_HOM_HALF,0.4056016
workers,P,word2vec_tiny_20_HOM_HALF,0.45090118
block,P,word2vec_tiny_20_HOM_HALF,0.49363148
cradle,P,word2vec_tiny_20_HOM_HALF,0.38417056
peppermint,P,word2vec_tiny_20_HOM_HALF,0.28390265
punk,P,word2vec_tiny_20_HOM_HALF,0.26085603
solid,P,word2vec_tiny_20_HOM_HALF,0.40623307
morality,P,word2vec_tiny_20_HOM_HALF,0.16963089
tackle,P,word2vec_tiny_20_HOM_HALF,0.3863578
mural,P,word2vec_tiny_20_HOM_HALF,0.37225872
bakery,M,word2vec_tiny_20_HOM_HALF,0.44274658
