word,ambiguity_type,model,nbhd_mean_distance
lifelong,M,word2vec_tiny_20_HYP_HALF,0.36654237
pirate,P,word2vec_tiny_20_HYP_HALF,0.43755725
gasoline,M,word2vec_tiny_20_HYP_HALF,0.37416142
gopher,P,word2vec_tiny_20_HYP_HALF,0.32151797
substance,P,word2vec_tiny_20_HYP_HALF,0.3254797
strap,P,word2vec_tiny_20_HYP_HALF,0.44613567
pitch,H,word2vec_tiny_20_HYP_HALF,0.4761319
countdown,P,word2vec_tiny_20_HYP_HALF,0.32061428
pink,H,word2vec_tiny_20_HYP_HALF,0.45219094
perky,M,word2vec_tiny_20_HYP_HALF,0.36146015
fearless,M,word2vec_tiny_20_HYP_HALF,0.3581915
lotion,P,word2vec_tiny_20_HYP_HALF,0.45801926
annoy,P,word2vec_tiny_20_HYP_HALF,0.38003743
hoop,P,word2vec_tiny_20_HYP_HALF,0.44274428
doorman,M,word2vec_tiny_20_HYP_HALF,0.2759444
cookie,P,word2vec_tiny_20_HYP_HALF,0.3750557
romantic,P,word2vec_tiny_20_HYP_HALF,0.22663042
square,P,word2vec_tiny_20_HYP_HALF,0.47456914
vibration,P,word2vec_tiny_20_HYP_HALF,0.30067432
spacious,P,word2vec_tiny_20_HYP_HALF,0.36250743
toilet,P,word2vec_tiny_20_HYP_HALF,0.46781114
accompany,P,word2vec_tiny_20_HYP_HALF,0.30229732
wildlife,M,word2vec_tiny_20_HYP_HALF,0.36484694
speech,P,word2vec_tiny_20_HYP_HALF,0.37644967
household,P,word2vec_tiny_20_HYP_HALF,0.27033904
lend,P,word2vec_tiny_20_HYP_HALF,0.5254433
attack,P,word2vec_tiny_20_HYP_HALF,0.4507779
cone,P,word2vec_tiny_20_HYP_HALF,0.44355384
rope,P,word2vec_tiny_20_HYP_HALF,0.43117887
agreement,P,word2vec_tiny_20_HYP_HALF,0.45689845
unable,M,word2vec_tiny_20_HYP_HALF,0.4212453
rainy,M,word2vec_tiny_20_HYP_HALF,0.5060624
gracious,P,word2vec_tiny_20_HYP_HALF,0.26215875
hind,H,word2vec_tiny_20_HYP_HALF,0.46617997
park,P,word2vec_tiny_20_HYP_HALF,0.52199423
detector,P,word2vec_tiny_20_HYP_HALF,0.35844848
distance,P,word2vec_tiny_20_HYP_HALF,0.4449704
eager,M,word2vec_tiny_20_HYP_HALF,0.5413386
drum,P,word2vec_tiny_20_HYP_HALF,0.39571735
accident,P,word2vec_tiny_20_HYP_HALF,0.57099605
moon,P,word2vec_tiny_20_HYP_HALF,0.42975777
restless,P,word2vec_tiny_20_HYP_HALF,0.45869818
reality,P,word2vec_tiny_20_HYP_HALF,0.37892264
equal,P,word2vec_tiny_20_HYP_HALF,0.43427497
buoy,P,word2vec_tiny_20_HYP_HALF,0.3449465
regain,P,word2vec_tiny_20_HYP_HALF,0.30576786
pudding,P,word2vec_tiny_20_HYP_HALF,0.2665911
wing,P,word2vec_tiny_20_HYP_HALF,0.50098395
greedy,P,word2vec_tiny_20_HYP_HALF,0.46999866
hoof,P,word2vec_tiny_20_HYP_HALF,0.4675975
poorly,P,word2vec_tiny_20_HYP_HALF,0.38795304
mink,P,word2vec_tiny_20_HYP_HALF,0.341724
plumber,P,word2vec_tiny_20_HYP_HALF,0.4584736
toaster,H,word2vec_tiny_20_HYP_HALF,0.44772443
disposal,P,word2vec_tiny_20_HYP_HALF,0.19919077
