word,ambiguity_type,model,nbhd_mean_distance
lifelong,M,word2vec_tiny_30_HOM_HALF,0.36916953
pirate,P,word2vec_tiny_30_HOM_HALF,0.44040787
gasoline,M,word2vec_tiny_30_HOM_HALF,0.37373865
gopher,P,word2vec_tiny_30_HOM_HALF,0.35284293
substance,P,word2vec_tiny_30_HOM_HALF,0.3366229
strap,P,word2vec_tiny_30_HOM_HALF,0.43737993
pitch,H,word2vec_tiny_30_HOM_HALF,0.47359177
countdown,P,word2vec_tiny_30_HOM_HALF,0.31336147
pink,H,word2vec_tiny_30_HOM_HALF,0.4491035
perky,M,word2vec_tiny_30_HOM_HALF,0.39711815
fearless,M,word2vec_tiny_30_HOM_HALF,0.3609625
lotion,P,word2vec_tiny_30_HOM_HALF,0.45318043
annoy,P,word2vec_tiny_30_HOM_HALF,0.40141892
hoop,P,word2vec_tiny_30_HOM_HALF,0.44209006
doorman,M,word2vec_tiny_30_HOM_HALF,0.25081524
cookie,P,word2vec_tiny_30_HOM_HALF,0.37616816
romantic,P,word2vec_tiny_30_HOM_HALF,0.24760984
square,P,word2vec_tiny_30_HOM_HALF,0.4722445
vibration,P,word2vec_tiny_30_HOM_HALF,0.31843612
spacious,P,word2vec_tiny_30_HOM_HALF,0.3684742
toilet,P,word2vec_tiny_30_HOM_HALF,0.46467668
accompany,P,word2vec_tiny_30_HOM_HALF,0.3039019
wildlife,M,word2vec_tiny_30_HOM_HALF,0.36474252
speech,P,word2vec_tiny_30_HOM_HALF,0.37638843
household,P,word2vec_tiny_30_HOM_HALF,0.2674456
lend,P,word2vec_tiny_30_HOM_HALF,0.52587056
attack,P,word2vec_tiny_30_HOM_HALF,0.4470756
cone,P,word2vec_tiny_30_HOM_HALF,0.44452992
rope,P,word2vec_tiny_30_HOM_HALF,0.43215415
agreement,P,word2vec_tiny_30_HOM_HALF,0.45867828
unable,M,word2vec_tiny_30_HOM_HALF,0.41620904
rainy,M,word2vec_tiny_30_HOM_HALF,0.5067744
gracious,P,word2vec_tiny_30_HOM_HALF,0.28196275
hind,H,word2vec_tiny_30_HOM_HALF,0.46141812
park,P,word2vec_tiny_30_HOM_HALF,0.5208136
detector,P,word2vec_tiny_30_HOM_HALF,0.35949636
distance,P,word2vec_tiny_30_HOM_HALF,0.4458946
eager,M,word2vec_tiny_30_HOM_HALF,0.53984964
drum,P,word2vec_tiny_30_HOM_HALF,0.39978018
accident,P,word2vec_tiny_30_HOM_HALF,0.56406724
moon,P,word2vec_tiny_30_HOM_HALF,0.43280452
restless,P,word2vec_tiny_30_HOM_HALF,0.45719463
reality,P,word2vec_tiny_30_HOM_HALF,0.37505788
equal,P,word2vec_tiny_30_HOM_HALF,0.439227
buoy,P,word2vec_tiny_30_HOM_HALF,0.34050944
regain,P,word2vec_tiny_30_HOM_HALF,0.30837005
pudding,P,word2vec_tiny_30_HOM_HALF,0.26771793
wing,P,word2vec_tiny_30_HOM_HALF,0.5014078
greedy,P,word2vec_tiny_30_HOM_HALF,0.46908942
hoof,P,word2vec_tiny_30_HOM_HALF,0.46553105
poorly,P,word2vec_tiny_30_HOM_HALF,0.393551
mink,P,word2vec_tiny_30_HOM_HALF,0.3407833
plumber,P,word2vec_tiny_30_HOM_HALF,0.4687649
toaster,H,word2vec_tiny_30_HOM_HALF,0.44986942
disposal,P,word2vec_tiny_30_HOM_HALF,0.21425681
pounce,P,word2vec_tiny_30_HOM_HALF,0.50843734
pleasant,P,word2vec_tiny_30_HOM_HALF,0.42316324
janitor,M,word2vec_tiny_30_HOM_HALF,0.39143607
selfish,P,word2vec_tiny_30_HOM_HALF,0.46613806
cloak,P,word2vec_tiny_30_HOM_HALF,0.42844695
honor,P,word2vec_tiny_30_HOM_HALF,0.32803115
continue,P,word2vec_tiny_30_HOM_HALF,0.49593526
fright,P,word2vec_tiny_30_HOM_HALF,0.31967872
panic,P,word2vec_tiny_30_HOM_HALF,0.5214189
joker,P,word2vec_tiny_30_HOM_HALF,0.39980933
bug,P,word2vec_tiny_30_HOM_HALF,0.41457283
plaster,P,word2vec_tiny_30_HOM_HALF,0.35413072
poise,P,word2vec_tiny_30_HOM_HALF,0.2182403
territory,P,word2vec_tiny_30_HOM_HALF,0.3766243
infection,P,word2vec_tiny_30_HOM_HALF,0.3830203
selective,P,word2vec_tiny_30_HOM_HALF,0.17389092
heater,P,word2vec_tiny_30_HOM_HALF,0.48001054
tailor,P,word2vec_tiny_30_HOM_HALF,0.38504398
confront,P,word2vec_tiny_30_HOM_HALF,0.3208257
folder,P,word2vec_tiny_30_HOM_HALF,0.38671708
various,P,word2vec_tiny_30_HOM_HALF,0.379021
green,P,word2vec_tiny_30_HOM_HALF,0.49323142
sweaty,P,word2vec_tiny_30_HOM_HALF,0.5338601
drip,P,word2vec_tiny_30_HOM_HALF,0.45021835
horseback,P,word2vec_tiny_30_HOM_HALF,0.3449102
angle,H,word2vec_tiny_30_HOM_HALF,0.41383535
burp,P,word2vec_tiny_30_HOM_HALF,0.39364198
crook,P,word2vec_tiny_30_HOM_HALF,0.33018467
rosary,P,word2vec_tiny_30_HOM_HALF,0.25612816
newborn,P,word2vec_tiny_30_HOM_HALF,0.27043533
grenade,P,word2vec_tiny_30_HOM_HALF,0.39501426
frisky,M,word2vec_tiny_30_HOM_HALF,0.34250548
goose,P,word2vec_tiny_30_HOM_HALF,0.3851419
lag,P,word2vec_tiny_30_HOM_HALF,0.21073559
anger,P,word2vec_tiny_30_HOM_HALF,0.38277042
burner,P,word2vec_tiny_30_HOM_HALF,0.3329543
terrain,M,word2vec_tiny_30_HOM_HALF,0.34531298
mercy,P,word2vec_tiny_30_HOM_HALF,0.418446
shrimp,P,word2vec_tiny_30_HOM_HALF,0.3504129
ski,P,word2vec_tiny_30_HOM_HALF,0.396409
stack,P,word2vec_tiny_30_HOM_HALF,0.47739217
definition,P,word2vec_tiny_30_HOM_HALF,0.33686545
elephant,M,word2vec_tiny_30_HOM_HALF,0.37349126
injury,P,word2vec_tiny_30_HOM_HALF,0.29512322
computer,P,word2vec_tiny_30_HOM_HALF,0.41207778
misty,P,word2vec_tiny_30_HOM_HALF,0.4288992
electrical,M,word2vec_tiny_30_HOM_HALF,0.2653383
birthday,M,word2vec_tiny_30_HOM_HALF,0.49760163
haunt,P,word2vec_tiny_30_HOM_HALF,0.30255198
pavement,P,word2vec_tiny_30_HOM_HALF,0.46273792
airfield,M,word2vec_tiny_30_HOM_HALF,0.32065627
unsure,P,word2vec_tiny_30_HOM_HALF,0.4594233
monkey,P,word2vec_tiny_30_HOM_HALF,0.39980203
brisk,P,word2vec_tiny_30_HOM_HALF,0.26210463
clumsy,P,word2vec_tiny_30_HOM_HALF,0.49233094
beard,P,word2vec_tiny_30_HOM_HALF,0.5263517
hateful,P,word2vec_tiny_30_HOM_HALF,0.20595972
profound,P,word2vec_tiny_30_HOM_HALF,0.21999933
frightful,P,word2vec_tiny_30_HOM_HALF,0.24452986
outsider,P,word2vec_tiny_30_HOM_HALF,0.23662664
sweat,P,word2vec_tiny_30_HOM_HALF,0.44699773
stability,M,word2vec_tiny_30_HOM_HALF,0.28354633
strong,P,word2vec_tiny_30_HOM_HALF,0.52450675
singer,P,word2vec_tiny_30_HOM_HALF,0.42033878
platter,P,word2vec_tiny_30_HOM_HALF,0.2841767
horn,P,word2vec_tiny_30_HOM_HALF,0.45300025
sting,P,word2vec_tiny_30_HOM_HALF,0.43365905
health,P,word2vec_tiny_30_HOM_HALF,0.40744513
dazzle,P,word2vec_tiny_30_HOM_HALF,0.34964406
headache,P,word2vec_tiny_30_HOM_HALF,0.46410644
infant,P,word2vec_tiny_30_HOM_HALF,0.5170925
kitchen,M,word2vec_tiny_30_HOM_HALF,0.46291545
maker,P,word2vec_tiny_30_HOM_HALF,0.5019157
limit,P,word2vec_tiny_30_HOM_HALF,0.4115282
yard,H,word2vec_tiny_30_HOM_HALF,0.5331249
expense,P,word2vec_tiny_30_HOM_HALF,0.2628583
snug,P,word2vec_tiny_30_HOM_HALF,0.43568337
branch,P,word2vec_tiny_30_HOM_HALF,0.46590137
button,P,word2vec_tiny_30_HOM_HALF,0.45694152
hesitate,P,word2vec_tiny_30_HOM_HALF,0.38833892
jackpot,P,word2vec_tiny_30_HOM_HALF,0.2359486
reach,P,word2vec_tiny_30_HOM_HALF,0.54578215
virus,P,word2vec_tiny_30_HOM_HALF,0.3894054
workers,P,word2vec_tiny_30_HOM_HALF,0.45296046
block,P,word2vec_tiny_30_HOM_HALF,0.48444942
cradle,P,word2vec_tiny_30_HOM_HALF,0.37652275
peppermint,P,word2vec_tiny_30_HOM_HALF,0.28285062
punk,P,word2vec_tiny_30_HOM_HALF,0.3060288
solid,P,word2vec_tiny_30_HOM_HALF,0.40729818
morality,P,word2vec_tiny_30_HOM_HALF,0.17554827
tackle,P,word2vec_tiny_30_HOM_HALF,0.3883961
mural,P,word2vec_tiny_30_HOM_HALF,0.36523822
bakery,M,word2vec_tiny_30_HOM_HALF,0.44325024
dramatic,P,word2vec_tiny_30_HOM_HALF,0.31255198
grasp,P,word2vec_tiny_30_HOM_HALF,0.32759
