word,ambiguity_type,model,nbhd_mean_distance
keg,P,word2vec_recipe_10_HYP,0.27082422
aristocrat,P,word2vec_recipe_10_HYP,0.20599812
novelty,P,word2vec_recipe_10_HYP,0.19421886
pirate,P,word2vec_recipe_10_HYP,0.24031897
gasoline,M,word2vec_recipe_10_HYP,0.14940815
fringe,P,word2vec_recipe_10_HYP,0.22829165
corral,P,word2vec_recipe_10_HYP,0.34490052
gopher,P,word2vec_recipe_10_HYP,0.23395531
substance,P,word2vec_recipe_10_HYP,0.3529325
flannel,P,word2vec_recipe_10_HYP,0.3874797
strap,P,word2vec_recipe_10_HYP,0.29702652
courtesy,P,word2vec_recipe_10_HYP,0.35395634
pitch,H,word2vec_recipe_10_HYP,0.38376155
countdown,P,word2vec_recipe_10_HYP,0.3331846
fiend,P,word2vec_recipe_10_HYP,0.16344021
generic,P,word2vec_recipe_10_HYP,0.28106368
marijuana,M,word2vec_recipe_10_HYP,0.29150817
pink,H,word2vec_recipe_10_HYP,0.49446175
perky,M,word2vec_recipe_10_HYP,0.3367081
society,P,word2vec_recipe_10_HYP,0.18209006
fearless,M,word2vec_recipe_10_HYP,0.21153921
lotion,P,word2vec_recipe_10_HYP,0.31627652
hoop,P,word2vec_recipe_10_HYP,0.3191976
cookie,P,word2vec_recipe_10_HYP,0.3741511
etiquette,M,word2vec_recipe_10_HYP,0.13281648
romantic,P,word2vec_recipe_10_HYP,0.24518715
square,P,word2vec_recipe_10_HYP,0.32574978
vibration,P,word2vec_recipe_10_HYP,0.15758288
isolate,P,word2vec_recipe_10_HYP,0.22854796
spacious,P,word2vec_recipe_10_HYP,0.28829327
toilet,P,word2vec_recipe_10_HYP,0.2537682
southwest,P,word2vec_recipe_10_HYP,0.300728
corpse,M,word2vec_recipe_10_HYP,0.18158956
publisher,P,word2vec_recipe_10_HYP,0.15988725
accompany,P,word2vec_recipe_10_HYP,0.3831911
wildlife,M,word2vec_recipe_10_HYP,0.18354401
louse,P,word2vec_recipe_10_HYP,0.16389719
household,P,word2vec_recipe_10_HYP,0.2754242
lend,P,word2vec_recipe_10_HYP,0.27974385
despise,M,word2vec_recipe_10_HYP,0.10760773
attack,P,word2vec_recipe_10_HYP,0.32660344
cone,P,word2vec_recipe_10_HYP,0.33495653
rope,P,word2vec_recipe_10_HYP,0.31947288
agreement,P,word2vec_recipe_10_HYP,0.32439992
unable,M,word2vec_recipe_10_HYP,0.31374323
rainy,M,word2vec_recipe_10_HYP,0.3511437
gracious,P,word2vec_recipe_10_HYP,0.18992878
