word,ambiguity_type,model,nbhd_mean_distance
keg,P,word2vec_recipe_40_HYP,0.2808057
aristocrat,P,word2vec_recipe_40_HYP,0.20771123
novelty,P,word2vec_recipe_40_HYP,0.1903123
pirate,P,word2vec_recipe_40_HYP,0.23699844
gasoline,M,word2vec_recipe_40_HYP,0.13860796
fringe,P,word2vec_recipe_40_HYP,0.22878103
corral,P,word2vec_recipe_40_HYP,0.33674836
gopher,P,word2vec_recipe_40_HYP,0.24051557
substance,P,word2vec_recipe_40_HYP,0.35805598
flannel,P,word2vec_recipe_40_HYP,0.38736403
strap,P,word2vec_recipe_40_HYP,0.27112338
courtesy,P,word2vec_recipe_40_HYP,0.34038368
pitch,H,word2vec_recipe_40_HYP,0.4001326
countdown,P,word2vec_recipe_40_HYP,0.30302957
fiend,P,word2vec_recipe_40_HYP,0.17684819
generic,P,word2vec_recipe_40_HYP,0.2845175
marijuana,M,word2vec_recipe_40_HYP,0.26953802
pink,H,word2vec_recipe_40_HYP,0.49700373
perky,M,word2vec_recipe_40_HYP,0.34758434
society,P,word2vec_recipe_40_HYP,0.18059379
fearless,M,word2vec_recipe_40_HYP,0.19345415
lotion,P,word2vec_recipe_40_HYP,0.31252182
hoop,P,word2vec_recipe_40_HYP,0.3278404
cookie,P,word2vec_recipe_40_HYP,0.373452
etiquette,M,word2vec_recipe_40_HYP,0.14109793
romantic,P,word2vec_recipe_40_HYP,0.24712116
square,P,word2vec_recipe_40_HYP,0.3205189
vibration,P,word2vec_recipe_40_HYP,0.15764306
isolate,P,word2vec_recipe_40_HYP,0.21063614
spacious,P,word2vec_recipe_40_HYP,0.26527444
toilet,P,word2vec_recipe_40_HYP,0.23024446
southwest,P,word2vec_recipe_40_HYP,0.30107513
corpse,M,word2vec_recipe_40_HYP,0.18862867
publisher,P,word2vec_recipe_40_HYP,0.15805058
accompany,P,word2vec_recipe_40_HYP,0.38427123
wildlife,M,word2vec_recipe_40_HYP,0.17506619
louse,P,word2vec_recipe_40_HYP,0.14013103
household,P,word2vec_recipe_40_HYP,0.26529774
lend,P,word2vec_recipe_40_HYP,0.28454798
despise,M,word2vec_recipe_40_HYP,0.09486578
attack,P,word2vec_recipe_40_HYP,0.3227237
cone,P,word2vec_recipe_40_HYP,0.3276268
rope,P,word2vec_recipe_40_HYP,0.3191386
agreement,P,word2vec_recipe_40_HYP,0.3391972
unable,M,word2vec_recipe_40_HYP,0.29422513
rainy,M,word2vec_recipe_40_HYP,0.35801542
gracious,P,word2vec_recipe_40_HYP,0.18122238
hind,H,word2vec_recipe_40_HYP,0.2639587
park,P,word2vec_recipe_40_HYP,0.324006
detector,P,word2vec_recipe_40_HYP,0.19798791
armpit,M,word2vec_recipe_40_HYP,0.22500037
distance,P,word2vec_recipe_40_HYP,0.42557716
eager,M,word2vec_recipe_40_HYP,0.12930995
drum,P,word2vec_recipe_40_HYP,0.41240484
accident,P,word2vec_recipe_40_HYP,0.21636467
moon,P,word2vec_recipe_40_HYP,0.4171697
pansy,P,word2vec_recipe_40_HYP,0.28102612
reality,P,word2vec_recipe_40_HYP,0.13392209
equal,P,word2vec_recipe_40_HYP,0.41379192
regain,P,word2vec_recipe_40_HYP,0.27317315
dominion,P,word2vec_recipe_40_HYP,0.17787041
pudding,P,word2vec_recipe_40_HYP,0.4094558
wing,P,word2vec_recipe_40_HYP,0.40029687
greedy,P,word2vec_recipe_40_HYP,0.15304802
hoof,P,word2vec_recipe_40_HYP,0.22666466
poorly,P,word2vec_recipe_40_HYP,0.13382314
mink,P,word2vec_recipe_40_HYP,0.23120071
plumber,P,word2vec_recipe_40_HYP,0.11772932
toaster,H,word2vec_recipe_40_HYP,0.4579639
disposal,P,word2vec_recipe_40_HYP,0.27273738
pleasant,P,word2vec_recipe_40_HYP,0.2860644
airtight,P,word2vec_recipe_40_HYP,0.4049285
cancer,P,word2vec_recipe_40_HYP,0.21827419
critical,P,word2vec_recipe_40_HYP,0.2957908
cloak,P,word2vec_recipe_40_HYP,0.20535795
honor,P,word2vec_recipe_40_HYP,0.23828962
continue,P,word2vec_recipe_40_HYP,0.47084874
placement,P,word2vec_recipe_40_HYP,0.32346126
panic,P,word2vec_recipe_40_HYP,0.31464002
rotation,P,word2vec_recipe_40_HYP,0.33730733
bug,P,word2vec_recipe_40_HYP,0.31742227
plaster,P,word2vec_recipe_40_HYP,0.31540507
territory,P,word2vec_recipe_40_HYP,0.1964991
infection,P,word2vec_recipe_40_HYP,0.16338043
heater,P,word2vec_recipe_40_HYP,0.34468892
tailor,P,word2vec_recipe_40_HYP,0.18350178
folder,P,word2vec_recipe_40_HYP,0.25287884
various,P,word2vec_recipe_40_HYP,0.38490173
assure,P,word2vec_recipe_40_HYP,0.4258313
green,P,word2vec_recipe_40_HYP,0.35523453
sweaty,P,word2vec_recipe_40_HYP,0.27394167
bogus,M,word2vec_recipe_40_HYP,0.14802164
drip,P,word2vec_recipe_40_HYP,0.47502908
horseback,P,word2vec_recipe_40_HYP,0.3427436
angle,H,word2vec_recipe_40_HYP,0.3925242
burp,P,word2vec_recipe_40_HYP,0.35186124
premature,M,word2vec_recipe_40_HYP,0.19589242
emphasize,P,word2vec_recipe_40_HYP,0.20057629
crook,P,word2vec_recipe_40_HYP,0.37621558
cardiac,P,word2vec_recipe_40_HYP,0.15469581
newborn,P,word2vec_recipe_40_HYP,0.16552497
grenade,P,word2vec_recipe_40_HYP,0.17016424
frisky,M,word2vec_recipe_40_HYP,0.21669525
goose,P,word2vec_recipe_40_HYP,0.34462693
anger,P,word2vec_recipe_40_HYP,0.14451493
burner,P,word2vec_recipe_40_HYP,0.39967266
mediocre,M,word2vec_recipe_40_HYP,0.11058153
lousy,P,word2vec_recipe_40_HYP,0.1035039
tack,P,word2vec_recipe_40_HYP,0.40252766
mercy,P,word2vec_recipe_40_HYP,0.14543064
insane,P,word2vec_recipe_40_HYP,0.32701126
vacant,P,word2vec_recipe_40_HYP,0.22988829
shrimp,P,word2vec_recipe_40_HYP,0.35894454
ski,P,word2vec_recipe_40_HYP,0.20226608
stack,P,word2vec_recipe_40_HYP,0.38885367
definition,P,word2vec_recipe_40_HYP,0.18017422
elephant,M,word2vec_recipe_40_HYP,0.47647098
injury,P,word2vec_recipe_40_HYP,0.17027237
computer,P,word2vec_recipe_40_HYP,0.22088207
misty,P,word2vec_recipe_40_HYP,0.18220691
stout,P,word2vec_recipe_40_HYP,0.4245735
electrical,M,word2vec_recipe_40_HYP,0.3347788
stampede,P,word2vec_recipe_40_HYP,0.20421973
context,P,word2vec_recipe_40_HYP,0.10754306
pavement,P,word2vec_recipe_40_HYP,0.20572731
unsure,P,word2vec_recipe_40_HYP,0.33910012
monkey,P,word2vec_recipe_40_HYP,0.41858187
brisk,P,word2vec_recipe_40_HYP,0.41892505
clumsy,P,word2vec_recipe_40_HYP,0.1187381
beard,P,word2vec_recipe_40_HYP,0.33435744
frightful,P,word2vec_recipe_40_HYP,0.21474491
sweat,P,word2vec_recipe_40_HYP,0.4337695
stability,M,word2vec_recipe_40_HYP,0.3773693
strong,P,word2vec_recipe_40_HYP,0.3659045
singer,P,word2vec_recipe_40_HYP,0.29181856
platter,P,word2vec_recipe_40_HYP,0.46696073
horn,P,word2vec_recipe_40_HYP,0.4151271
sting,P,word2vec_recipe_40_HYP,0.35128835
singular,P,word2vec_recipe_40_HYP,0.17309897
health,P,word2vec_recipe_40_HYP,0.31460464
dazzle,P,word2vec_recipe_40_HYP,0.22935262
headache,P,word2vec_recipe_40_HYP,0.10727522
infant,P,word2vec_recipe_40_HYP,0.26465636
maker,P,word2vec_recipe_40_HYP,0.40402222
limit,P,word2vec_recipe_40_HYP,0.3154554
yard,H,word2vec_recipe_40_HYP,0.32988366
expense,P,word2vec_recipe_40_HYP,0.1810007
snug,P,word2vec_recipe_40_HYP,0.41452417
tacky,H,word2vec_recipe_40_HYP,0.3745932
manipulate,P,word2vec_recipe_40_HYP,0.34237567
branch,P,word2vec_recipe_40_HYP,0.36393154
outright,P,word2vec_recipe_40_HYP,0.13629228
button,P,word2vec_recipe_40_HYP,0.4789527
hesitate,P,word2vec_recipe_40_HYP,0.22670867
jackpot,P,word2vec_recipe_40_HYP,0.12790382
reach,P,word2vec_recipe_40_HYP,0.475259
workers,P,word2vec_recipe_40_HYP,0.13972276
block,P,word2vec_recipe_40_HYP,0.48062575
cradle,P,word2vec_recipe_40_HYP,0.33822078
peppermint,P,word2vec_recipe_40_HYP,0.36233768
solid,P,word2vec_recipe_40_HYP,0.4255606
clot,P,word2vec_recipe_40_HYP,0.20439938
tackle,P,word2vec_recipe_40_HYP,0.20961851
mural,P,word2vec_recipe_40_HYP,0.275307
dramatic,P,word2vec_recipe_40_HYP,0.31068498
grasp,P,word2vec_recipe_40_HYP,0.39242536
frog,H,word2vec_recipe_40_HYP,0.4468838
dig,P,word2vec_recipe_40_HYP,0.43319649
destiny,P,word2vec_recipe_40_HYP,0.3490368
module,P,word2vec_recipe_40_HYP,0.37218532
conviction,P,word2vec_recipe_40_HYP,0.18326445
tune,P,word2vec_recipe_40_HYP,0.31280637
vision,P,word2vec_recipe_40_HYP,0.16295129
shave,P,word2vec_recipe_40_HYP,0.4505044
scan,P,word2vec_recipe_40_HYP,0.1777316
steam,P,word2vec_recipe_40_HYP,0.4825846
